,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price,Category
1746,Christopher Mankarious,2021,4,Beautiful and would be Amazing for only one thing missing,"My son got one of these for signing up for college summer classes early, and he liked his so much I bought one for myself. This model has worked perfectly for online schooling for my sons (one college, one middle school) as well as my own work from home and career advancement classes online. I’m still using a desktop when I’m home but this lets me continue my work and son’s schooling when traveling. My boys play less video-intensive games on it as well. I highly recommend this model.","Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1747,Christal B.,2021,4,Totally Worth Buying!,"I am so in love with my new laptop. I love the touchscreen option. The battery life is great. I do wish the keyboard was backlit. In addition, I wish it had a HDMI port and at least one more USB port. Because of those things, I choose to give it four stars overall. Other than that, the purchase was so worth it. I definitely recommend this laptop.","Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1748,Olivia Hatch,2022,2,Lasted 14 months,Just over 1 year of having this laptop it now randomly does not charge at all. No damage has been done to my laptop. No water or dropping yet randomly mid-week just doesn't charge or turn on.,"Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1749,Gina Wolfe,2021,5,Mad very disappointed,Received this beautiful computer two days ago then today it malfunctions!! I call Microsoft give them the Serial number on the back of the computer and they tell me that the warranty is only for six months when usually a brand new computer is for a whole year he said it’s like someone returned it and they repackaged it and sold it again he said that there is nothing that he can do and that I would have to return it and get my money back,"Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1750,Alexis,2021,5,Awesome!,"I ordered this product just for my husband so he can start taking classes online, right? Okay but then I watched my husband play around in the laptop he just got. I’m watching and I’m like “Wow this is awesome! One, I LOVE the Touch Screen part! Two, I LOVE the Fingerprint Reader! Three, I really love how this laptop feels like a phone. You can scan your fingerprint as a security thing and ONLY your fingerprint works.So, at this point..I’m ordering myself one.","Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1751,Minka,2021,5,Portability,Would prefer a longer battery life. The keyboard is exceptionally good.  I use it when I travel.,"Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1752,j_glaze,2022,1,GO! Buy anything else!,"If you're looking for a pretty laptop that doesn't work for anything, from a company that will stand far away from their products, this is the one.I've had it a few months now. It's worked about half the times I've tried to turn it on. Less than that after the windows 11 update.Want tech support? Pay up $220+! On a brand new laptop! Where's the warranty coverage?I seriously can't believe this is from Microsoft and not some crap knockoff. It never works and there's no support.So seriously, buy anything else.This is my last microsoft product. And I used to really like them.I even had Windows Phone until the end of support. Oh damn, that should have been a clue. They don't stand behind their products with support or warranty...","Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1753,Kathy,2022,1,"Battery doesn't hold a charge, and seller won't help us.","The battery on this laptop won't hold a charge, and the seller wouldn't help us at all.  We tried to contact Microsoft, but found out that they don't let you contact them in any way.  So now we have a brand new laptop that we need to charge constantly.  We recommend buying at a physical location.","Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1754,Ricardo,2021,5,Excelente producto,"Una compra excelente, tanto el producto como el proceso del vendedor. Gracias","Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1755,Thomas (Buster),2021,3,,,"Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1756,Dulce Castaneda,2021,5,Unpleasant Surprise — Windows 10 S,"Once you take it off ""Windows 10 S,"" your left with ""Windows 10"", which turns out to be a version of ""Windows 10 Home"". There's NO going back to ""Windows 10 S"". Our only option was to purchase Win 10 Pro from the Microsoft Store at $99. Upgrading to Win 10 Pro made the machine useable.","Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Platinum",629.00,microsoft
1757,Jessi,2022,5,Great product and was delivered early!!!,Works great for my business and working with patients via Telehealth!,"Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1758,Eliza G,2020,3,Too clever by half,"I thought I could live with only 2 USB ports. But I can't. Guys, sometimes less is not more. This is a PITA to get all of my peripherals connected to. My bad. I saw there were only 2 ports. Even with a docking station, this is incredibly annoying.  Even the Surface Pro has more. Sigh.I thought with the extra memory and larger hard drive, it wouldn't run hot, but it often does.Maybe these 2 points are clouding my views. Anyway, having had a total of 3 surface products, all I can say is that this is my least favorite. By far. Not worth the crazy amount of money.","Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1759,WebGirl,2020,4,Great for work and travel,I work from home and I travel a lot so I needed a laptop that could travel with me easily but still have the capacity to handle everything I do all day.At home it’s connected docking station and when I travel I just unplug and go.,"Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1760,William Hoppe,2020,5,mac laptop surface pro  15 in screen  i7  windows 10,love the big screen  love that its portable  it is my main computer  lighted screen is great  with my lap top im not traped at one spot anymore  can use anywhere  its perfect  this has touch screen and  pad  you can use mouse finger or finger on the screen  love this product,"Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1761,A Jones,2020,1,Faulty Laptop - Thin Blue vertical line on screen that cant be removed,"Buying this laptop was a bad mistake. I bought it in Jan and did not open it until late Feb / early march, I now realise that not opening it and checking the computer as soon as I received it was a huge mistake. When I did open it about 4 weeks later I realised it was faulty and now I'm stuck with the laptop as the refund option has disappeared from my Amazon purchase history.Upon turning on the laptop I noticed a thin blue vertical line on the left of the screen. I tried to find a solution on Google only to discover that the likely culprit is a hardware issue either with the display or graphics card. Today I logged into my Amazon account only to realise that the ""return/refund"" button is no longer there, so I am stuck with a new laptop that has a blue line down the screen. I tried to do a screen capture to show the blue line but the line does not appear in the screen capture, so this to me indicates that its the LED itself which is faulty. I have never heard of or seen this before. I decided to take some picture with my phone, here you will see the line, it looks black in the photos but its actually blue.Amazon or seller please help as I need this laptop replaced or refunded.","Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1762,Ludo,2021,5,Excellent,"I upgrade to windows 10 Pro and I use the surface laptop 3 for my job, it is a good mobility option, very fast and excellent screen.","Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1763,Amazon Customer,2020,1,Waste of money,"I just can't believe I wasted $2,000  on this thing.  I waited 4 days before writing this review just to really test the laptop. And the problem that I have with the laptop a lot of other people also have it  (Don't trust the reviews on youtube because they most likely get paid by this trash company). I only used the laptop to watch youtube and some live streams and noticed the fan gets loud for no reason + heating problem + sometimes it lags and you have to restart the browser + brightness is so bad,  no matter how high or low it's It doesn't feel comfortable looking at the screen. There's no point in replacing it because a lot of other people have done it and the same problems occurred. This's the last time I buy anything from Microsoft and i hope they get sued for scamming and selling a defective product!","Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1764,Jumpin1,2020,5,Cool running and great facial recognition.,I replaced an old laptop and am so impressed at this technology.,"Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1765,Amazon Customer,2020,3,Box was re-taped,When my computer was received the box had been re-taped.,"Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1766,Yale Dampier,2021,1,Buyer beware,Terrible company to deal with.  Ended up wit a product that didnt work.  Gave the run around forever.  Have to file complaint with CC.  Stay away from them.  Beware.,"Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black","1,599.00",microsoft
1767,Steph,2022,5,Worth every penny!,"After spending alot of time researching many different chromebooks, tablets and laptops in the $200-500 that would best suit my needs I found myself getting frustrated and overwhelmed by the process and was about 30 seconds from giving up and settling on one that was not ideal just to get the process over with. That is when this beauty miraculously appeared! Not only did it check 9 out of 10 of the boxes I needed it to, it was also 1/2 the price compared to others I researched in this category.  I love the design and versatility of having a laptop and tablet in one option.  I also like that unlike some of the other 2 in 1 chromebooks it is not flimsy and they clearly took into consideration the lifestyle needs of a 2 in 1 chromebook keeping it lightweight yet very sturdy. The battery life is wonderful, it charges quickly and a full charged has lasted me over a full day at work as I used it continuously for a total of 10.45hrs before it got down to the red at 15%. And that was without turning on the battery saver option! The display is clean, crisp & vivid. Whether it's used for streaming a movie or creating a new document, you will be satisfied with the visuals for sure. Set up was a breeze as was learning the ins and outs of all this chromebook offers. The only ""complaint"" I have in regards to this specific model is the lack of protective cases designed to fit it. I understand this is not a issue about the product itself but I did want to make people aware of it as there is only 1 brand of hard cover cases that fit it and do not have to be removed for use(mCover hard shell case for 12.2in Samsung v2 chromebook).I highly recommend also using a padded waterproof shock absorbent carry case as well for travel, as the hard case is mainly to protect from scratches and dings and WILL NOT protect it in the event it is dropped, banged or similar.  The other recommendation is a 9H screen protector, especially if you plan to use the touch screen and stylist pen options. If I could give it 10stars I would.  Hands down this is the best purchase I have made this year, I only wish I found it sooner!","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1768,MaryJane Sprouse,2022,4,Great value.,Great value.,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1769,chizzie,2021,5,Delightfully happy!,"I purchased this on PRIME day and got a really great deal. :)I've only ever used Apple products.... and the last laptop I purchased in 2010 was a Macbook Air. Needlesstoday, it's now super outdated and, given that my email, photos and browsing is always on Google, it made sense to move to a Chromebook. Sorry Apple. But I'm still loyal to your iPhone.WHAT I LIKE about my NEW CHROMEBOOK!>> I like the keyboard! Unlike a mac where I felt like I could barely feel the keys, I can 'feel 'the keys on this pc and typing seems easier.>> Ease of use: Charge and GO!  Upon receipt, just charge your Chromebook right away. Then, open 'er up, put in your google credentials and you're on your way.>>Screen: well lit, colors are great.>>Sound: EXCELLENT.  Clear, sharp, great stereo sound. (ha, stereo! I needed to call that out? I'm a 70s girl so, yeah.)>> Consider getting yourself a wireless mouse with a beanbag wrist rest, and, pick up a microSD card to give your little machine more storage. I'm not big on touch pads so, call me old school but I like using a mouse :)>> FUN FACTOR: It's just a fun machine.  I like it! And I haven't even tried the stylus or other cool features yet!WHAT I DIDN'T LIKE:>> so far - there's nothing that I don't like about this Chromebook. Happy customer right here! And this was after (seriously people) agonizing over 3+ hours over WHICH brand to buy.  I'm glad I went with Samsung!>> Oh, there is this one thing. AMAZON: why would you package this sleek, cool Samsung Chromebook in a GIGANTIC, over-sized box that looked like it could have held about 8 Chromebooks?  The machine (which was packed in its own box) was 100% jostling around in transit. There's no doubt. There was the thought of a small, crumpled amount of brown paper packing material that was in there for... show? Because you would have needed about 25 pieces of crumpled brown packing material to have secured the Chromebook.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1770,Destiney,2022,4,Good quality for good price!,So far I love this chromebook. It is smaller than I thought it would be bu that is not a huge problem for me. I love the touch screen and how you can flip it into tablet mode.,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1771,Polina,2022,3,"Stylus broke early, fast charge","A little heavy and def cool to twist around it is awkward at the same time.  My stylus snapped. Lots of port options. Fast charge, longish charge hold.  Don't really understand storage for CB. I REALLY NEED A STYLUS.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1772,Person,2020,4,"Awesome battery life, heavier than expected, pen is fine","I like this computer.I received it yesterday and spent the entire evening getting used to it. The laptop comes with a stylus, and a power cable. I think it's made of plastic but it feels pretty solid, and it's way heavier than I expected. I fear I may drop it because of it's weight. Out of the box it has no power, you must plug it in to the wall with your provided cable.Some issues are that there is one dead pixel that has been present ever since I turned on the device. I don't really care for it as it's so tiny, but I know that some may not be okay with it for it appears to be an irremovable speck of dirt. Another issue is that the stylus has a bit of delay. Another is that the scrolling is a bit wonky in Android apps, I can not use two fingers on the mouse pad to scroll in the Discord app for example, but I can use the pen/my finger to operate it from the screen as I would on my phone. This makes sense since it is an Android app after all, but it'd be nice to not have to switch back and forth from laptop to pen abilities. The app drawer is only properly functionable when using the pen or your finger.I fell asleep with it the laptop on, and woke several hours later. My battery did not empty in my absence of activity, and none of my progress was lost. Though it did not lock my screen, but I am pretty sure I can fix that in the settings. I am just amazed that it did not die and nothing was lost even though I left it for several hours. The laptop is also extremely quiet I now realize, I have not heard a single mechanical noise coming from it and I am typing this from a silent room.Also, Chrome OS isn't that bad, I had planned to attempt to download Ubuntu on it, I am still going to get it to have more useful software available, but I will also use Chrome OS since it's not as bad as I thought it would be.Overall the computer is pretty epic","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1773,David Edwards,2019,5,"It's more like ""2/3 laptop, 1/3 tablet"" rather than a 2-in-1.","I've been in the market for a cheap laptop for work for a while.  I have a hefty gaming PC at home but I wanted something completely separate and portable for non-gaming needs like using the internet and word processing.  Additionally I've been trying to read more and sometimes this leads to me using the Kindle app on my phone.  I was drawn to the Chromebook Plus (V2) because of the attempts to make it more like a tablet and utilize Android apps.Overall the product works exactly as described.  The screen is good, though the default settings make the things like the app shelf, window borders, and pointer size a little too large in comparison to the parts of the screen in use.  This is variable once you poke around the settings, though, and I have no complaints.  The keyboard is fantastic and responsive.  The touchscreen is pretty good, though it's not quite on par with the perfection that is an iPad touch screen.  Sometimes I miss when I try to click on things with my finger or perhaps it doesn't register at all.  That happens so infrequently that it's still entirely usable.  The pen is also nice, though I've only used it so far to doodle in the Google Keep notes app as it was not a main selling point for me.  The battery life is about on par with what is advertised; I used it lightly from 7:30-2:30 yesterday, for example, and it only got to about 50%.  The foldability for tent and tablet mode is a little bit awkward considering the size and the fact that the keyboard is always attached, but it works.  It just makes me prefer it as a laptop more than a tablet most of the time.The performance is acceptable considering the hardware.  With my other machine having a much more powerful processor and more RAM, I actually do notice a bit of delay in navigation online and when using multiple apps.  With that said, it's not bad at all, and the comparison is actually rather unfair.My main complaint is really only the quality of the touchpad for using the cursor.  It works well, but it's a little bit choppy and doesn't respond to light and subtle movements when trying to be precise.  Again, this might be unfair because the only recent laptops I've used have been MacBooks and those touchpads are incredibly smooth, but it's still worth pointing out.Overall I'm highly satisfied with my purchase.  The problems I've described really aren't even problems but rather little quirks that I've already gotten used to.  It works for everything you'd want a Chromebook to work for and it does it well.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1774,Frankie,2022,5,10/10,its all you need,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1775,bthsllnk,2021,5,Good Chromebook well worth the money,"I bought this chromebook plus v2 used, it was supposed to have blemishes on the back. But so far I haven't found any. It looks and acts like new. I needed to replace my old acer chromebook that was starting to freeze up. So far I'm very happy with this Samsung chromebook. It's still under warrenty, the keyboard is very responsive and clicky. I use it mainly for work, editing videos, photos then uploading them to my website. Granted I've only had it for a few days but it's been very fast without any lag. I typically have about 8-10 tabs open at a time, this hasn't caused any slow downs. It got about 3 updates when I got it up and running. It's now on chrome 93.0.4577.95. Having the s-pen is also a bonus since I do some journaling. So far I'm happy with my purchase. It is a bit heavy so keep that in mind. Battery life is about average nothing great. I do wish that each side had a usb C port instead of them both on the left side. But the charging cord is long so I'm making due.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1776,Donte Hollister,2022,3,Kids Chromebook,"I bought this because when you look up small compact laptops to edit photos for photography this pops up. So I bought it because if the features that come with it and it seemed like a cool computer to have. WRONG! With all the cool things this thing can do it can’t even run photoshop, it can only run photoshop express and they are not the same. It’s basically an android phone but on a foldable laptop. Didn’t bother checking out any of the other features because it’s not what I wanted. But if you want a small laptop for drawing and playing games on then this is perfect. I wish there was real reviews letting customers know the specifics cause it may have been delivered fast but it’s ultimately a waste of time.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1777,Chase D.,2022,5,Amazing value,A great budget friendly laptop that doesn’t feel like a compromise. Love this thing!,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1778,Ian B,2018,3,Decent convertible with tradeoffs,"This is a decent hybrid and good for basic browser/tablet tasks. If you try to do much more with it, you might be disappointed. I'm ok with the $350 Black Friday price, but would be disappointed if I spent $500 on this, so giving it 3 stars instead of 4. Paying $600 for the m3 processor would be too much for this class of device, especially with only 4gb ram. It does fine for browsing, but Android apps can be kind of glitchy.  Touch responsiveness can be spotty in tablet mode. This might be ChromeOS' fault, but it's an advertised feature and should be expected to work. Using a 2k external monitor over usb-c works, but is choppy. I'm guessing this is a combination of the low ram and integrated graphics (cpu usage wasn't high). I wouldn't do it regularly. I like that is has 2 usb-c ports, but putting them both on the same side is annoying. The screen half is much heavier than other laptops I've used and makes it hard to balance on your lap. The camera on the body is pointless unless you plan to take photos in tablet mode (don't be that person). The keyboard is fine, but the touchpad is a little cramped. This just comes with the territory on this size device.Basically it does a lot of things adequately and not much more. If you're ok with that, you might like it. For the price, you could get a much better tablet or laptop, but this gives you a little of both.Pros:- USB-C- Screen- Stylus- Size- Build qualityCons:- Speed/responsiveness- Weight (top-heavy screen)- Thickness- Price","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1779,Benjamin Phillips,2021,4,Compact and lightweight!,"This chrome book is good and serves its purpose. I bought it for use with my job. I watch Hulu, Netflix, etc.. on it at night when out of town sometimes and the resolution is good. The wifi connects well and the chromebook security is strong. I've connected it with my Samsung Galaxy S21 Ultra to unlock when my phone is near and that's a plus. The fact that I can use it as a touchscreen tablet is a plus as well.I'd recommend this chrome book for light network use.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1780,Joanne Wolfe,2019,4,"Nice, but buyer beware","The Samsung Chromebook V2 is a super nice product; however, buyers beware that this particular item did NOT have a mobile device chip installed, necessitating my purchasing a $99 Jetpak from Verizon in order to get their unlimited wi-fi plan. I bought the Chromebook to use when traveling extensively in the US and Canada, so I need wi-fi on the device at all times. If you buy the Chromebook from Verizon, it comes with the chip installed. So I ended up paying quite a bit more than I was hoping for given the fact that I initially got a good deal on Amazon. It's not recommended that you use your cellular phone as a wi-fi hot spot for the Chromebook. And I don't have a smart phone anyway, so that was not an option for me. Otherwise, so far I love the Chromebook and would buy it again, for sure. Track pad and touch screen are super responsive  and the keyboard is quite nice as well. Screen has great resolution and sound quality is fair. Picks up a weak wi-fi signal and hangs onto it way better than my I-Mac.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1781,AF,2022,2,Failed after less than a year of use- Zoom incompatible.,"While the device continued to function, many of the key features I purchased this computer for no longer function. The WiFi connectivity has stopped functioning reliably, and many applications that I rely on for work have been 'dumbed down' to work on this device. Specifically, Zoom, which is key to my remote work, will no longer support the full version of the application necessary for my line of work.Despite multiple updates, hard resets, and trouble shooting, basic applications  (most notably Chrome!!!) do not function properly.Purchased as a budget work device, not worth the trouble.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1782,Amazon Customer,2021,5,Great product for the price,This is just what I was looking for. Well built & sleek. I love having the versatility to use the touchscreen or keyboard depending on what I’m doing.,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1783,isaac ,2021,4,value for money.,excellent laptop,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1784,Kevin Flemming,2019,5,Almost perfect,"I don't know if there is a perfect device, but I got this in an effort to replace two aging devices:  a first generation chromebook and an android tablet with stylus.  It does the former better than the latter, but if I'm crunched for weight and space, it does the job.  I import music scores from PDF into Squid (Android app) and I can mark them up with the stylus.  A little unwieldy as a tablet, just because it is so big.  It has no direct connection to HDMI, but I bought an inexpensive USB-C adapter and we are in business.  Same for full-size SD cards.  However, it does have one built-in USB 3.0 connection, so you don't need an adapter for USB sticks.Wi-fi performance appears to be a little weak compared to some other devices I have, but has worked okay.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1785,Dsol303,2021,1,Not worth the hype. Glitchy and heavy,"I was really excited to try a Chromebook and searched around through many of them before choosing this one. I wanted it for my travels as something smaller that could fit in my purse or bag. Unfortunately during my trip there were many times when I would try to turn it on and it just would not turn on. Or it would be frozen up. And it was brand new. The battery life lasts a long time but what's the point when I can't get it to even turn on or open a program. And although the size was right, or I thought it was, it is actually very heavy for its size. The weight of it in my purse actually made my shoulders hurt where my purse strap was. It's quite hefty. It doesn't seem like it for the first few minutes but as you continue on with it you can really feel its weight. At this size I feel like it's kind of pointless. It's not small enough to easily fit in a purse or small bag, and definitely not light enough. But it's also too small to be a decent laptop for home. Unfortunately by the time I got back from my trip, only having used it a couple times, the return window had closed and so I'm not able to return it. So now I'm stuck with this. If the seller could contact me so I can return this it would be great.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1786,johnnie franks,2021,5,great notebook,was the best buy for my price. unit has done everything I want and more,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1787,Valerie Gray,2021,5,Great laptop!,"So far this laptop seems to do everything I need it to. Its lightweight and comfortable to use, touchscreen is responsive , screen us a great size and sync to other devices and easy to use. Very happy with this purchase.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1788,Todd T,2022,1,Must open a Verizon account to use.,"Haven't even turned it on. Don't want a Verizon account, don't need a Verizon account, and my phone works very well as a hot spot. Nowhere in the description does it state that the unit requires a Verizon account for travel. I'm retired and we travel often, in our trailer, during the year to visit family. Never has my trusty Pixel phone failed to get reception, we use it as a hotspot daily.Deceptive at best, I'm dissapointed in both Samsung and Verizon.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1789,Mayre McDonald,2019,5,Extremely Satisfied,"This seems to be a brand new Samsung Chromebook Plus. There was no way for me to tell this product was used in any way. Obviously the settings had been restored to their original format but there are no scratches, dents, dings, or any tell tale signs of use to be seen. All of the original sticker's were still attached to the Chromebook as well as some sort of protective film was still on the hinges. The laptop arrived in the original packaging (including owner's manual & what looks to be extra stylus tips) & was enclosed in a discreet amazon prime brown box. It's super reassuring to receive exactly what I hoped for not to mention having exceeded my expectations! I would certainly recommend this product!!","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1790,CiearaH80,2021,5,Get a case for this bad boy .,Just amazing.... Better than the pictures ... I was wondering if I ordered the wrong laptop when I got. It for my husband birthday because of how sleek and beautiful it came to be . Light weight not heavy at all or bulky. I might have to order a second laptop because this one was exceeding expectations 🔥🔥🔥🔥🔥,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1791,Emily S. Cavalier,2021,5,A great little chromebook,"I don't need a monster of a computer, just something I can get on the internet to watch videos with the occasional use of google docs, and that what this does. Also love the stylus, very much an amateur artist and I like to use the stylus to make digital paintings since it is touch sensitive.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1792,Erik,2021,3,no es la misma laptop que esta en la imagen,"adquiri dos laptos de las mismas capacidades, mismo modelo de diferentes cuentas pero al recibirlas esta no fue similar a la del modelo que aparece en las imagenes de referencia","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1793,YIANNIS DEMETRIOU,2021,5,,,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
